German,English
aufgekreuzt,open
watch,watch
cupcake,cupcake
gemieden,avoided
crowder,crowder
aufpasse,jar
passagierliste,passenger list
eingelocht,pierced
irwin,Irwin
grenzenlos,limitless
lourdes,Lourdes
orientalische,oriental
legendär,legendary
konservativ,conservative
trauere,mourning
erstklassiger,first -class
cup,cup
krumme,crook
ängstigen,frighten
glühbirnen,light bulbs
anlügst,commend
vicodin,vicodine
liebtest,loving test
mülltonnen,garbage cans
auszubrechen,Break out
barren,bars
karel,Karel
keil,wedge
andrei,Andrei
witzen,joke
leary,leary
knirps,tot
rüben,beet
zahnschmerzen,toothache
männliches,male
orgasmen,orgasms
obszön,obscene
postiert,posted
wiedervereinigung,reunion
keane,Keane
herausgekommen,came out
navigation,navigation
ablenkungen,distractions
konserven,canned goods
rausgeht,goes out
heimgekommen,come home
bergman,bergman
chronicle,chronicle
runterfahren,turn off
verspürt,felt
korrespondenz,Correspondence
dunphy,dunphy
einbuchten,bay
schuß,shot
dieu,dieu
keyes,keyes
lasset,Lasset
kommunion,communion
elektrisch,electrical
dum,dum
abschiedskuss,farewell kiss
wissenschaftlicher,scientific
marker,marker
fertigen,make
gerechter,just
lichtern,light
getankt,fueled
ratsam,advisable
hiv,HIV
beschämen,shame
marcellus,Marcellus
jean-claude,Jean-Claude
raumfahrt,space travel
ferienhaus,holiday home
alexei,Alexei
stevenson,Stevenson
erklingen,sound
bestimmter,certain
eigensinnig,stubborn
durchmache,machy
möwe,gull
durchnässt,soaked
grundregeln,basic rules
empfahl,recommended
carina,Carina
rind,beef
leidenschaftliche,passionate
umzingeln,surround
zugetan,dull
heimatwelt,home world
bienenstock,beehive
verwechselst,confused
glühwürmchen,Firefly
teint,complexion
corky,corky
drahtzieher,mastermind
sesshaft,settled
jörg,Jörg
berichterstattung,reporting
cady,cady
überreicht,presented
durchgesetzt,enforced
gebeichtet,confessed
leeds,leather
vierteldollar,quarter
fliehe,fleece
testosteron,testosterone
mitnimmst,take
klacks,glob
folgender,The following
begegne,meet
drastisch,drastic
nebenzimmer,side room
sahara,Sahara
gaumen,palate
twain,twain
fae,fae
hervorragenden,excellent
spray,spray
kannste,can
kellys,Kellys
damaligen,at the time
aron,aron
deponiert,deposited
botwin,Botwin
ekstase,ecstasy
raupe,Caterpillar
kruger,crug
pforte,gate
umschreiben,rewrite
kopfes,head
taylors,Taylors
grässlichen,hideous
garnelen,shrimp
tschetschenien,Chechnya
zurücklegen,return
stopfe,stuff
angemessenen,appropriate
durchbohrt,pierced
gesichts,face
strikte,strict
triebe,shoot
signalton,signal
hühnerstall,chicken coop
scarlet,scaret
entgegennehmen,accept
seidenen,silk
hergeführt,led
kevins,Kevins
schalen,peel
staatsanwalts,prosecutor
rap,rap
cholesterin,cholesterol
verficktes,fucking
stinkreich,stinked
rovere,rovere
anka,Anka
nope,nope
beiwohnen,attend
irdische,earthly
beulen,bumps
aufstände,uprisings
delores,Delores
fanfaren,fanfares
hochhaus,skyscraper
pfau,peacock
schott,gap
nashville,Nashville
keaton,keaton
parkett,parquet
drohten,threaten
entrissen,torn
zuordnen,assign
mothra,mothra
gemeinden,municipalities
nachhelfen,help
höchstgeschwindigkeit,top speed
kriegsrecht,war law
polizeischutz,police protection
grizzly,grizzly
vorgeschmack,foretaste
körperteil,body part
spargel,asparagus
polizeiwagen,Police car
smithers,Smithers
schulhof,school yard
does,does
geladene,loaded
nervosität,nervousness
biegt,bend
patrice,Patrice
mamis,mum
schwillt,swell
zimmers,room
typisches,typical
schöneren,more beautiful
unnötigen,unnecessary
ausgehandelt,negotiated
spuk,spook
noblen,hunt
rattern,rattle
ausgebildete,trained
verdie,desire
diskriminierung,discrimination
geschehnisse,Happenings
bestimmungen,provisions
sammelst,collect
schmuggel,smuggling
wasserstoff,hydrogen
retro,retro
chefingenieur,chief engineer
schlimmeren,worse
noelle,noelle
sternenbasis,star base
waffenkammer,armor
bent,bent
kongressabgeordneter,congress member
apache,Apache
kontaktierte,contacted
u-boote,submarine
abspringen,jump off
unausstehlich,obnoxious
gekennzeichnet,characterized
kaut,chew
unit,unit
ablösung,detachment
verletzend,hurtful
hombre,hombre
abs,Section
commodore,Commodore
tunneln,tunnel
krabbe,crab
befragungen,surveys
gefangenenlager,prisoner
mascha,machine
dürfe,may
überfällt,overturned
nerys,nerys
schulz,Schulz
indian,Indian
herzogs,duke
verscheucht,scabbing
marsianer,Marsian
flush,flush
market,market
nachgeschaut,looked after
bischen,bite
feierliche,solemn
endspiel,final game
plünderer,marauder
abreibung,downright
filmst,film
fairchild,Fairchild
gandalf,Gandalf
beschäftigte,employee
prüfte,test
maskell,masque
trödeln,dawdle
modernes,modern
manuelle,manual
zerschnitten,cut
geschmeidig,smooth
füsse,feet
säuft,sloping
beständig,resistant
bandagen,bandages
fokussiert,focused
strahlende,beaming
fügte,added
magnolia,Magnolia
simba,Zimba
dödel,dödel
entsetzliche,horrific
bind,binding
altmodischen,old -fashioned
ritten,rode
gesellschaften,societies
schreitet,walks
tania,Tania
cbs,CBS
anteilnahme,sympathy
hausbesuche,home visits
kabul,Kabul
human,human
ahnungslos,unsuspecting
train,train
garner,Garner
ungeschoren,unborn
brannten,burned
weißbrot,White bread
keats,keats
wettet,betting
rooney,Rooney
drogentest,drug test
urwald,jungle
berühmtesten,most famous
aufzuhängen,hang up
ausgewechselt,versatile
unbegreiflich,incomprehensible
kriminelles,criminal
horton,hoard
lights,lights
hungersnot,famine
anzapfen,tap
schwierigkeit,difficulty
sandrine,sandrine
indirekt,indirect
dröhnt,bleak
seher,seer
klingonischen,Klingon
alleinerziehende,single parent
holde,lovelage
gebrüllt,roared
scheidungspapiere,divorce papers
vorlaut,cheeky
noir,noir
verspeisen,eat
matratzen,mattress
ausgehend,outdoors
einzugreifen,intervene
fürchterlichen,horrible
verduften,quarrel
pilatus,pilate
tiefgarage,underground car park
radioaktive,radioactive
nanntest,named test
häuten,culminate
dinnerparty,dinner party
maurer,bricklayer
bernhard,Bernhard
danton,Danton
armseliger,poor
myka,Myka
tricorder,tricorder
schulbus,School bus
unterbreiten,submit
stefanie,Stefanie
unangenehmen,unpleasant
zurücklehnen,lean back
neurotisch,neurotic
shea,shea
chillen,relax
salim,Salim
bewahrte,preserved
bombay,Bombay
corbett,corch
goodwin,Goodwin
moya,Moya
plunder,plunder
unfallort,scene of the accident
ozeane,ocean
komplizierten,complicated
würdevoll,dignified
frisbee,frisbee
füchse,foxes
kletter,climbing
gewaltverbrechen,violent crime
gummibärchen,gummy bear
mercury,mercury
schuhgröße,shoe size
lawton,Lawton
sprechende,speaker
verbundenheit,liveliness
saftig,juicy
erotisch,erotic
loyaler,loyal
sudan,Sudan
scotts,Scotts
sandmann,sandman
dehnen,stretch
gel,gel
finanzminister,finance minister
armbanduhr,wristwatch
kostbares,precious
durchsuch,search
racker,racker
r-gespräch,R talk
datenbanken,databases
roses,roses
wohlwollen,benevolence
schnappten,snatch
gewischt,wiped
abzuwenden,to avert
latino,Latino
selbstjustizler,self -justice
bright,bright
brustkrebs,breast cancer
wynonna,Wynonna
präpariert,prepared
goebbels,Goebbels
abstieg,descent
zuverlässige,reliable
blitzschnell,light -hearted
birmingham,Birmingham
eidesstattliche,affirable
ryland,Ryland
leningrad,Leningrad
anschließt,connected
internationales,international
gleichberechtigung,equal rights
innenseite,inside
anlocken,attract
zurückfallen,fall back
vermählung,marriage
gebeugt,bent
tough,tough
kammern,chamber
beantwortest,response
coburn,coburn
erfahrenen,experienced
coast,coast
gehoben,sophisticated
verlogener,lying
klopfst,tapping
sehenswürdigkeiten,sightseeing attractions
pettersson,Pettersson
kidnappen,kidnap
schwierigsten,most difficult
riesenspaß,huge fun
schmeckst,tastes
verholfen,help
projekts,project
dodgers,Dodgers
entferntes,distant
gustave,gustow
fleckchen,patch
abgelegenen,remote
gelüftet,ventilated
plädoyer,plea
brauen,brew
weißem,white
ger,ger
hooper,hooper
fändest,fan
kode,code
empfangsdame,receptionist
gesuch,search
doppelmord,double murder
abgewendet,averted
verkürzen,shorten
abenteuern,adventure
lockte,lured
fragtest,ask test
zwillingsschwester,twin sister
jaa,Yes a
abgefuckt,fucked
jonglieren,juggle
waffenlager,gun warehouse
mögest,possible
überschreitet,exceeded
parameter,parameter
gletscher,glacier
strände,beaches
schweigst,silent
aal,eel
frederic,Frederic
dienstaufsicht,supervisory authority
notausgang,emergency exit
gutaussehender,good -looking
fabio,fabio
voila,voila
landeplatz,landing site
heranzukommen,get in
mavis,Mavis
wahllos,indiscriminately
blühende,blooming
mackey,Macke
personenschutz,personal protection
zweikampf,duel
auspuff,Exhaust
neigungen,tendencies
huntington,Huntington
meryl,meryl
dumbledore,dumbledore
anmerkungen,Remarks
vordermann,in front
rächer,avenger
pflaume,plum
längen,length
nähme,take
woll,wool
strategisch,strategically
reifenquietschen,tire squeal
einbringt,brings in
quint,quint
stoffwechsel,metabolism
reinzugehen,go in
parole,parole
energy,energy
zerbrich,broken
hergerichtet,prepared
auszuüben,carry out
macleish,macleish
dramatischen,dramatic
unverwundbar,invulnerable
ereignete,occurred
tippt,is typing
gewissens,conscientiously
gestaltwandler,shape
verdrücken,crush
hazard,hazard
mithören,listen to
verhaftete,arrested
aufregenden,exciting
faschist,fascist
überlegenheit,superiority
musketier,musketeer
schatzkammer,treasury
strumpfhose,pantyhose
begegnungen,encounters
schleusen,lock
dyson,dyson
romans,novel
kronleuchter,chandelier
hashtag,hashtag
brautkleid,wedding dress
bobbie,bobbie
verstellt,adjusted
pein,pag
spannt,tense
beowulf,Beowulf
senora,senora
vermasselst,flabby
übersät,littered
werken,work
zerfressen,eat up
billings,billings
eisberg,iceberg
sprechstunde,consultation hour
aperitif,aperitif
quieken,quieken
selbstmörder,suicide
weltweite,worldwide
adèle,adèle
flotten,fleet
priscilla,priscilla
schwenken,sway
kokon,cocoon
zaubersprüche,spells
gedenke,think
tov,tov
durchquert,crossed
hex,hex
würdiger,worthy
verhaltet,contained
ausziehe,pull out
hochklettern,climbing up
robust,robust
ehrenvoll,honorable
simulieren,simulate
bombenanschlag,bombing
gräbern,graves
ordne,order
türke,Turk
vordere,front
karnickel,carnick
belgrad,Belgrade
dona,Dona
verbandszeug,ward
annimmst,accept
beschädigte,damaged
speise,food
winke,wave your hand
rosenkranz,rosary
verkehrsunfall,traffic accident
schwarzem,black
einbeziehen,include
heimzuzahlen,to pay home
schönheiten,beauties
wechselst,change
sphäre,sphere
vielfalt,diversity
derby,derby
landei,landing
zerkratzt,scratched
gewünschte,desired
modenschau,fashion show
inkognito,incognito
zusammenstoß,collision
todesopfer,fatality
mixen,mix
backt,baking
klischees,clichés
blanchard,blanchard
bereitwillig,willingly
auszugleichen,compensate
projekten,projects
aquaman,Aquaman
jüdischer,Jewish
interface,interface
ausspionieren,spy on
auffrischen,refresh
legalen,legal
königliches,royal
wiederaufbau,reconstruction
vorbeikam,came over
überresten,remnants
mobil,mobile
drecksäcke,dirty bags
viertes,fourth
mordanklage,murder
cory,cory
schwertkämpfer,swordsman
überließ,left
unterbricht,interrupts
zutrifft,fitting
bube,cub
reinfallen,fall in
verschaffte,got
erfolgte,took place
verwundert,surprised
gebar,gave
hingewiesen,indicated
lauer,lurk
militärischer,military
rashid,rashid
roderick,roderick
gelobte,praised
ankläger,accuser
gemächer,rooms
nachgegangen,followed up
echtem,real
musikalische,musical
bildete,formed
pulsadern,pulse
vermöbeln,ward off
eingänge,inputs
verdauung,digestion
hingehöre,listen
marlon,Marlon
nola,Nola
verstimmt,unmistaked
vorzuwerfen,accuse
sogleich,immediately
jimi,Jimi
schwärmt,raved
säuberung,cleansing
hexenjagd,witch hunt
steuererklärung,tax declaration
entschädigen,compensate
dirigent,conductor
barbier,barber
nordafrika,North Africa
caro,caro
lügendetektortest,Liancity test
ausgespuckt,spitting out
reichst,rich
praktischen,practical
herauszukommen,get out
sure,whore
auferlegt,imposed
soziales,social issue
aufregendste,most exciting
einflussreiche,influential
drängte,pushing
darth,darth
dantes,Dantes
homosexuellen,homosexuals
homosexualität,homosexuality
knirschen,crunch
treffens,meeting
ryo,ryo
exfreundin,ex girlfriend
edelmann,noble man
damaskus,Damascus
interpretiert,interpreted
gerichtsverhandlung,trial
locksley,locksley
liebevoller,loving
ausflüge,trips
huber,Huber
vorhatten,plan
anschalten,turn on
curzon,Curzon
bürokraten,bureaucrat
ministerpräsident,prime minister
idris,idly
praktikant,intern
hilferuf,call for help
yolanda,yolanda
zugeschaut,grabbed
paxton,PAXTON
anziehe,attract
großmama,greater
geknutscht,smooched
frecher,cheeky
esmeralda,Esmeralda
verstummen,silence
helsing,helsing
alleinige,sole
glasgow,Glasgow
geländewagen,off -road vehicle
chopin,chopin
view,view
mutant,mutant
rechtsabteilung,legal department
ressler,rattler
tyrone,tyrone
schleppte,dragged
oberstleutnant,lieutenant colonel
weggeschmissen,thrown away
hörnern,horns
henriette,Henriette
meeresgrund,seabed
aufgeschmissen,stuck
mild,mild
bestückt,fitted
hausen,go
widmung,dedication
freihalten,keep free
gendarm,gendarm
duften,smell
spiritus,spirit
gefüllte,filled
terrance,terrance
vorige,previous
class,class
weissen,white
milchshake,milk shake
delhi,Delhi
priesterin,priestess
hatice,Hatice
bescheuerter,stupid
dreifachen,triple
latinos,Latinos
vermählt,married
zwangsjacke,forced jacket
besagten,said
rune,rune
johnston,Johnston
staatspolizei,state police
shep,shep
gottlosen,godless
bajoranischen,Bajoran
vincenzo,vincenzo
croissants,croissants
weitermacht,continues
hitomi,hitomi
epoche,epoch
kelzi,Kelzi
glücksfall,Stroke of luck
babi,Babi
anging,seam
spirale,spiral
ausgestoßen,pushed out
verstaut,stowed away
wiederbelebung,revival
kauderwelsch,gibberish
blutergüsse,bruises
rückfällig,relapse
andeutungen,hint
motels,motels
verpacken,pack
exzellenter,excellent
cummings,cummings
männerstimme,male voice
wichtigtuer,indicator
rowena,Rowena
waterloo,Waterloo
auftauchten,appear
ansammlung,collection
hinblick,fornight
keim,germ
warteschleife,holding pattern
wehrte,defended
zeiger,pointer
welles,wells
guillermo,Guillermo
zeitlupe,motion
notiere,note
generaldirektor,general director
abschrecken,scare off
witziges,funny
kreist,circle
archäologen,archaeologist
valentin,Valentin
gefischt,fishing
reizvoll,indecent
pfefferminz,peppermint
enttäuschungen,disappointment
hufeisen,horseshoe
berechne,calculate
unvermeidbar,unavoidable
speisekammer,pantry
bypass,bypass
grober,gross
peinlichen,embarrassing
schwiegereltern,in -law
schließung,closure
fotografiere,photographer
kolben,pistons
senioren,Seniors
luftröhre,windpipe
unglaubwürdig,untrustworthy
drummer,drummer
puppenspieler,Puppeteer
erics,erics
zahlten,pay
entbehrlich,unnecessary
gegenüberstellung,comparison
benebelt,foggy
athlet,athlete
gemordet,murdered
kriegs,war
degradiert,degraded
anmutig,graceful
hooky81,Hooky81
erstickte,suffocated
anbelangt,on afraid
nor,Nor
analytiker,analyst
hecht,pike
vereinigte,united
heißem,hot
traumfrau,dream woman
wenigkeit,some
rentier,reindeer
anspielungen,alluding
egoistischer,selfish
worth,word
grossvater,grandfather
woah,Woah
dmitri,dmitri
laus,louse
pianist,pianist
hinken,limp
gestein,rock
anschaust,look at
geringen,low
graffiti,graffiti
gredenko,Gredenko
elendes,misery
wußtest,knew
lira,lira
bewegten,moving
körpersprache,body language
fertigzumachen,to finish
büschen,bushes
muhen,low
kürzungen,cuts
halsschlagader,carotid artery
meadows,Meadows
tris,tris
gebratene,fried
grundsätze,principles
insassin,insassin
bootshaus,boathouse
talenten,talent
knüpfen,tie up
zaster,caster
tiberius,Tiberius
bitches,bitch
kriech,crawl
grabt,grapse
ausfall,failure
schleiche,sneak
petey,Petey
haftbefehle,arrest warrants
mistress,mistress
germain,Germain
pflaumen,plum
blackjack,blackjack
mckenzie,McKenzie
umsteigen,transfer
dumpfe,dull
durchsichtig,transparent
sozialismus,socialism
schlumpfine,smurfine
shiro,shiro
uterus,uterus
spiegelt,reflected
jetzige,current
nahrungskette,food chain
vollzählig,fully
bah,bah
schulglocke,school bell
rosewood,rosewood
erleidet,suffered
verunglückt,died
begleiterin,companion
babette,Babette
ausflüchte,excuses
auszuweichen,avoid
stolpert,stumbling
southern,Southern
edinburgh,Edinburgh
bergauf,uphill
fogg,fogg
inständig,incidentally
arbeitslose,unemployed
hands,hands
fortgeschrittene,advanced
aufbaut,built -up
mündel,ward
kiffer,stoner
chinesin,Chinese
untertan,subservient
sense,scythe
aberjetzt,but now
because,depice
schönheitssalon,Beauty salon
kollision,collision
unehrenhaft,dishonorable
rauszubringen,get out
blümchen,flower
gefördert,promoted
rechtlichen,legal
enkeln,grandchildren
sister,Sister
caruso,Caruso
erledigte,done
qiu,Qiu
beklauen,steal
schmecke,taste
bunten,colorful
olymp,Olympus
skulpturen,sculptures
salomon,Solomon
aufgespießt,piloted
sicherheitsstufe,security_level
british,British
herausstellen,turn out
technischer,technical
astor,Astor
geduldet,tolerated
raster,raster
verdammen,condemn
lästige,annoying
valentino,Valentino
bewerfen,throw
angenehmes,pleasant
umgestellt,converted
hingesetzt,set
kosmische,cosmic
nebenwirkung,side effect
mattie,mattie
eintrittskarten,tickets
korsett,corset
killian,Killian
mächten,powers
dialyse,dialysis
unergründlich,unfathomable
kämmen,comb
flight,flight
farnsworth,farnsworth
oren,ore
keksen,cookies
reptilien,reptiles
nasir,nasir
lannister,Lannister
albrecht,Albrecht
zutun,to do
pen,pen
zwickmühle,binding
weiterkämpfen,continue fighting
variablen,variables
alonzo,alonzo
wimpern,lash
bewährt,proven
herumfahren,go around
hymne,anthem
überschreiben,overwrite
brittany,Brittany
léon,Léon
bücken,bend
zumuten,take over
gebannt,banned
regionen,regions
mette,mette
bewies,proved
quaken,croak
dächern,roofs
kemp,Kemp
rog,rog
zusammenhängen,context
einzelzimmer,single room
erwähnung,mention
reinplatzen,pour in
amador,amador
christensen,Christians
ladens,shop
pyjamas,pajamas
montage,Assembly
untergebenen,subordinate
sentimentale,sentimental
lenkst,steering
punktzahl,score
spöttisch,mocking
todkrank,terminally ill
entzwei,in two
mar,mar
paparazzi,paparazzi
lyman,Lyman
kraftvoll,powerful
erdulden,endure
motorengeräusch,engine noise
proteste,protests
wandelnde,convergent
unscharf,blurred
beale,Beale
festgenagelt,nailed
raue,rough
gemütlicher,cozy
überzeugender,more convincing
claires,claires
rankin,rankin
haferbrei,porridge
lächelnd,smiling
macke,quirk
stoppte,stopped
entspannter,more relaxed
fotzen,pussies
dig,dig
wlan,wireless Internet access
beherbergen,accommodate
mikrofilm,microfilm
verschwörer,conspirator
angesehener,prestigious
prudence,prudence
jägern,hunters
chaz,chaz
ulf,Ulf
tung,tion
gestärkt,strengthened
gesehnt,leased
meyers,Meyers
tagung,meeting
dänische,Danish
wäret,would be
leibes,bodies
burma,Burma
werbespots,commercials
ausbeutung,exploitation
corp,corp
prix,prix
corax,corax
gottheit,deity
einzigartiges,unique
gomorrha,gomorrha
wachleute,guards
hatschi,atchoo
viktoria,Viktoria
step,step
kopftuch,headscarf
magenschmerzen,stomach pain
maui,maui
animation,animation
präsidentschaft,presidency
sokrates,Socrates
geheimdienstes,secret service
breen,BREEN
erging,he went
aufzumuntern,cheer up
manifest,manifest
deckard,deckard
holder,holder
fugen,put
dränge,urge
gemeinnützige,non-profit
augenzeuge,eyewitness
inferno,inferno
saxon,saxon
darwyn,Darwyn
billys,Billys
quacksalber,quack
supermann,superman
edo,Edo
verschaffe,give
mitmachst,participate
sekretärinnen,Secretary
charlottes,Charlottes
schärfste,toughest
winterschlaf,hibernation
r2-d2,R2-D2
bristol,Bristol
rutschig,slippery
verknüpft,connected
gesellschaftlichen,social
alexa,Alexa
schröder,scour
duscht,shower
elektronisches,electronic
annahmen,assumptions
ampeln,traffic lights
violetta,violetta
cardassianische,Cardassian
zed,zed
gestreckt,stretched
gesehn,seen
dildo,dildo
robins,Robins
drehbücher,screenplays
versagst,failed
herrscherin,ruler
layla,Layla
tichy,tichy
tollpatsch,clumsy
hausschuhe,slippers
stadtrand,suburban
anstarrt,stared
flop,flop
biografie,biography
lei,lei
rockefeller,rockefeller
account,account
kluft,gap
herrentoilette,men's toilet
stöcke,stick
zeichnete,drew
hörbar,audible
gelbes,yellow
angebliche,alleged
beschleunigung,acceleration
geistlicher,clergyman
deniz,Deniz
uhrwerk,clockwork
gründet,founded
nagt,gnaw
aufmunterung,encouragement
joni,Joni
spulen,wash
beleuchtet,illuminated
einmaliges,unique
carlyle,carlyle
anzuklagen,to accuse
verlorener,lost
hubbard,lifting bard
bereichern,enrich
ausgeschieden,eliminated
kanten,edge
bedank,thank you
wahrsten,truly
kriegers,warrior
massenmörder,Mass murderer
stäbchen,rod
outfits,outfits
gassen,alleys
arlo,Arlo
lunte,fussy
poole,poole
ausgezeichneten,excellent
unkosten,expenses
nahaufnahme,close -up
schwankt,fluctuates
bände,volumes
teiepathen,dip
elinor,Elinor
hochfahren,ride up
formieren,form
luden,invading
arrogante,arrogant
konvention,convention
vene,vein
doakes,Doakes
ihresgleichen,their kind
hochjagen,hunt up
beurlaubt,permeated
aufsagen,say
telefonanruf,phone call
drogendezernat,drugstore
garry,Garry
kubanische,Cuban
cornwall,Cornwall
andie,to the
jh,jh
flache,area
vip,VIP
gattung,genus
dealt,deaf
einzuschlagen,put on
versammelten,gathered
fleischbällchen,meatballs
ausräumen,clear
banjo,banjo
zögerst,hesitant
engels,angels
gegenübertreten,face up
ehelichen,margin
skinny,skinny
petit,petit
leitenden,leadership
delle,dent
fleiß,diligence
marin,marin
maple,Maple
alberner,alberner
belangen,beyond
verfault,rotten
est-ce,EST-CE
ta-da,TA-DA
chloroform,chloroform
othello,Othello
herausfindest,find out
eklige,nasty
vermiss,miss
aufgefangen,recorded
ergo,ergo
unerbittlich,relentless
dew,dew
hort,hoard
weiterzuleben,to live on
pfadfindern,scouts
vorstellst,presented
cicero,cicero
beschützte,protected
nassau,Nassau
überraschende,surprising
gräben,ditch
patriotismus,patriotism
edelstein,gemstone
siegreich,victorious
überwindet,overcoming
labern,lait
ausfahren,go out
ausziehst,pull out
einbruchs,burglary
herzversagen,heart failure
professorin,professor
fletch,flletch
fairfax,fairfax
bath,bath
report,report
ärschen,mash
chrissie,chrissia
refrain,refrain
oscars,Oscars
gezeiten,tide
nominierung,nomination
badet,bathing
unternimmst,undermined
praktischer,practical
buick,buil
vernaschen,mingle
attrappe,dummy
schwächt,weakened
pick-up,pick up
liebender,lover
tickst,ticking
shack,shack
heimkehren,go home
lavendel,lavender
niederknien,kneel down
musikalisch,musically
vertagen,witness
natalia,Natalia
wunderst,wonders
beast,beast
flammenwerfer,flamethrower
menschenfleisch,human meat
larissa,Larissa
kandidiere,candidate
verfassen,write
agha,Agha
sadist,sadist
bremst,brakes
druckerei,printing house
sorglos,careless
aufzuheitern,to open up
notlage,emergency
vorabend,eve
nervöser,nervous
dalek,Dalek
bauchnabel,belly button
braven,brave
purcell,purcell
altman,altar
professors,professor
abzubrechen,cancel
instagram,Instagram
festnetz,landline
brillen,glasses
zählung,count
alimente,alimony
scheckbuch,checkbook
wren,whip
abrakadabra,abracadabra
präziser,more precise
upon,upon
erreger,pathogen
posaune,trombone
schlaff,limp
abgetaucht,dipped
karrieren,career
erstbesten,first best
anhatte,wearing
hitzkopf,hothead
streits,argument
arbeiterklasse,Working class
geizhals,mischief
nordseite,north side
erwischten,caught
rorys,rorys
gouvernante,governess
malloy,malloy
handgranate,grenade
abzusetzen,offset
manticore,manticore
magnetische,magnetic
nummernschilder,license
überfiel,overflowed
heilsarmee,Salvation Army
spült,flush
anschrift,address
fragmente,fragments
angegangen,addressed
fantomas,fantomas
protestiert,protested
hinterließen,left behind
shaft,sustainable
großzügigen,spacious
hervorgerufen,caused
statur,stature
walkie-talkie,Walkie-Talkie
lima,lima
crosby,crosby
whit,Whit
multiple,multiple
runterfallen,fall down
radioaktiv,radioactive
zunehmen,gain weight
beate,Beate
gerichtstermin,court appointment
saure,acid
kristin,Kristin
zurückkehrst,return
defensive,defensive
androiden,androids
voreinander,before each other
virginie,virgin
umbau,modification
widmete,dedicated
metier,metier
lacrosse,lacrosse
dalia,dalia
naher,closer
fortuna,Fortuna
brando,Brando
diktieren,dictate
widerstands,resistance
igel,hedgehog
vorbildlich,exemplary
quincy,quincy
rawls,Rawls
kampfgeräusche,fighting noises
zertrümmern,smash
verwehren,refuse
unterstützte,supported
adelaide,adelaide
ponys,ponies
stetig,steadily
belegte,occupied
schlussfolgerungen,Conclusions
aktiver,active
simuliert,simulated
avi,avi
umgewandelt,converted
everest,Everest
jennys,Jennys
prophezeit,prophecy
schranken,barrier
liiert,lined
gabeln,fork
spezial,special
haupttor,main gate
cougar,cougar
einnimmt,occupy
michail,Mikhail
profite,profite
lassie,lassie
hausmann,housekeeper
modifiziert,modified
shining,shining
nakamura,Nakamura
terence,terence
schmerzes,pain
konkurs,bankruptcy
revolte,revolt
verhängnis,fate
bürgerrechte,civil rights
einmischt,intermen
überbracht,converted
rassisten,racist
gesaugt,sucked
lebensgefährlich,life -threatening
tiefste,deepest
pines,pines
teer,tar
schlüsseln,keen
frühzeitig,early
kapituliert,surrender
christentum,Christianity
erweise,prove
unausweichlich,inevitable
heavy,heavy
kates,cates
ultimativen,ultimate
anbot,offer
manor,manor
zuge,Trains
aorta,aorta
abtei,abbey
potenziellen,potential
rollin,rollin
durchsuchten,search through
aufrechtzuerhalten,maintain
beendest,ending
ankommst,arrive
dickinson,Dickinson
asia,Asia
lennon,Lennon
billionen,trillions
sehnte,longed for
geplante,planned
nr,No
kontonummer,Bank account number
tinker,tinker
jer,Jer
peel,peel
warnungen,warnings
gönnt,treat
swat,swat
koje,bunk
lkw-fahrer,truck driver
fieses,nasty
maximilian,Maximilian
demokratische,democratic
gran,gran
ausrotten,exterminate
brice,Brice
blutete,bleed
derzeitige,current
ureinwohner,native people
geschrumpft,shrunk
holm,spar
nachforschen,research
wirres,confusion
hellwach,awake
anklagepunkte,indictment points
möbeln,furniture
any,Any
blindgänger,unexplod
ausrufen,calling out
reinkomme,pure
kojote,coyote
papierkorb,waste paper bin
zusammenkunft,meeting
schlimmstenfalls,worst
oaks,Oaks
schwänzt,float
bleiche,bleach
kommune,municipality
metaphern,metaphors
dienstplan,roster
jakes,Jakes
sansa,Sansa
lämmchen,lamb
looking,looking
irres,wrong
gefängnissen,prisons
tata,Tata
tagt,tag
ausgerufen,called out
geschaltet,connected
erstreckt,extended
wirtschaftliche,economic
umschläge,envelopes
schmiergeld,bribe
anstellst,herself
isolde,isolde
gazelle,gazelle
peralta,Peralta
ayla,Ayla
gebongt,bonded
abenden,make
schlägereien,brawls
adressbuch,directory
geschiedene,divorced
ballsaal,ballroom
forderst,demand
armando,armando
unterirdische,underground
trostlos,bleak
unwirklich,unreal
abstechen,quit
ganges,ganges
bergwerk,mine
bewerbungen,applications
gewürgt,cheated
bekenne,confess
doppelleben,double life
bridger,bridger
prentiss,prentels
yuji,yuji
rauszuhalten,keep out
pasadena,Pasadena
räumst,clear
vergleicht,compared
volvo,Volvo
geschätzten,estimated
gerätst,power
potentiellen,potential
rennens,racing
aloha,Aloha
assistenzärzte,assistant doctors
gefertigt,manufactured
unwissend,ignorant
abgelegen,remote
pronto,pronto
teheran,Tehran
sox,SOX
optimal,optimal
handschuhen,gloves
symphonie,symphony
killt,kill
tuberkulose,tuberculosis
corbin,corbu
institute,institutes
erstaunliches,amazing
postkutsche,stagecoach
löhne,wages
trockenes,dry
jukebox,jukebox
duldet,tolerated
überbieten,outbid
auftauche,dipping
einsatzkommando,command
einschränkungen,restrictions
reizbar,irritable
klugheit,wisdom
goldes,gold
bettes,bed
eindrücke,impressions
zeugenschutz,witness protection
perser,Persian
herzklopfen,palpitations
hasta,Hasta
berauscht,intoxicated
erstaunlichen,amazing
